ra,dec,distance
124.78933107659809,-6.274925027549431,14.176405906838536
124.91882453813376,-5.915822515826424,14.020071842023961
125.05028152193816,-5.557839316457985,13.867267926741409
125.1835884115828,-5.2009114424082155,13.717908021205028
125.31863764959316,-4.844977926416828,13.571908516838173
125.4553275117591,-4.489980735311671,13.429188254020763
125.59356188992524,-4.135864684758316,13.289668442772701
125.73325008279238,-3.782577354637899,13.153272586258604
125.87430659430068,-3.430069005220417,13.019926407006125
126.016650939199,-3.0782924942773913,12.88955777573326
126.16020745543906,-2.7272031952582445,12.762096642684604
126.30490512305755,-2.3767589166360743,12.637474971381115
126.4506773892415,-2.0269198225123803,12.515626674690902
126.59746199929056,-1.6776483545559655,12.396487553133499
126.74520083321521,-1.3289091553371977,12.279995235332388
126.89383974772747,-0.980668993108771,12.166089120535148
127.04332842340008,-0.6328966880719594,12.05471032312292
127.19362021678492,-0.28556304015956513,11.945801619034944
127.34467201729669,0.06135924164236115,11.83930739403572
127.49644410868234,0.40789560841824296,11.735173593756555
127.64890003490578,0.7540697388836936,11.633347675445256
127.80200647029191,1.0999036053793394,11.533778561360092
127.95573309378263,1.44541753829905,11.43641659374764
128.11005246716448,1.7906302889584569,11.341213491345634
128.26493991713937,2.1355590909122486,11.248122307354558
128.420373421115,2.4802197197327214,11.157097388824395
128.57633349659818,2.8246265512643305,11.068094337404073
128.73280309408298,3.168792618370528,10.981069971404157
128.88976749332713,3.512729666192332,10.895982289124928
129.0472142029197,3.856448205937789,10.812790433403537
129.20513286304413,4.19995756722475,10.731454657336185
129.36351515134783,4.54326594899798,10.651936291132932
129.52235469183077,4.886380469043987,10.574197710063926
129.68164696667185,5.229307212126995,10.498202303458108
129.84138923091268,5.572051276769314,10.423914444716429
130.00158042992362,5.914616820700302,10.351299462303274
130.1622211195781,6.2570071049971,10.280323611681123
130.32331338906488,6.599224536941599,10.210954048155028
130.48486078626976,6.941270711616381,10.143158800594328
130.6468682456611,7.283146452263643,10.076906746000589
130.8093420186153,7.624851849429472,10.012167584892088
130.97228960612063,7.966386298916245,9.94891181747549
